date,gs10,term_spread_10y_1y,bog_amom
2000-01-01,6.66,0.54,-18.900345608143056
2000-02-01,6.52,0.2999999999999998,-38.504697645711204
2000-03-01,6.26,0.040000000000000036,-1.8525929120659868
2000-04-01,5.99,-0.16000000000000014,3.1640207265938303
2000-05-01,6.44,0.11000000000000032,4.227717264880648
2000-06-01,6.1,-0.07000000000000028,2.9322432953291733
2000-07-01,6.05,-0.03000000000000025,4.631587799665526
2000-08-01,5.83,-0.34999999999999964,-1.6309525885126352
2000-09-01,5.8,-0.33000000000000007,0.8258728523951042
2000-10-01,5.74,-0.2699999999999996,3.127194096318031
2000-11-01,5.72,-0.3700000000000001,10.746780373353682
2000-12-01,5.24,-0.35999999999999943,17.531596495516055
2001-01-01,5.16,0.35000000000000053,0.8052297177462808
2001-02-01,5.1,0.41999999999999993,-5.470028414738193
2001-03-01,4.89,0.5899999999999999,6.63780816113364
2001-04-01,5.14,1.1599999999999997,5.3339335987858005
2001-05-01,5.39,1.6099999999999999,8.705443457993223
2001-06-01,5.28,1.7000000000000002,6.5250542532032
2001-07-01,5.24,1.62,14.47360292562161
2001-08-01,4.97,1.4999999999999996,13.205222284019925
2001-09-01,4.73,1.9100000000000006,59.81851665401135
2001-10-01,4.57,2.24,-20.11527034857351
2001-11-01,4.65,2.47,8.432810057943074
2001-12-01,5.09,2.8699999999999997,23.391131120015494
2002-01-01,5.04,2.88,5.674077131359123
2002-02-01,4.91,2.68,1.4782611125426781
2002-03-01,5.28,2.7100000000000004,8.370970704598047
2002-04-01,5.21,2.73,8.313011521893209
2002-05-01,5.16,2.81,9.822382440486766
2002-06-01,4.93,2.7299999999999995,10.134222787500935
2002-07-01,4.65,2.6900000000000004,9.855199386912261
2002-08-01,4.26,2.5,0.8868466662385055
2002-09-01,3.87,2.1500000000000004,1.064291628339209
2002-10-01,3.94,2.29,2.677816845562808
2002-11-01,4.05,2.5599999999999996,12.253282582711034
2002-12-01,4.03,2.58,20.32883179503171
2003-01-01,4.05,2.6899999999999995,0.17175978061754194
2003-02-01,3.9,2.5999999999999996,2.9565252201495973
2003-03-01,3.81,2.5700000000000003,7.614400470591964
2003-04-01,3.96,2.69,7.566410332714124
2003-05-01,3.57,2.3899999999999997,7.158118403885272
2003-06-01,3.33,2.3200000000000003,2.20782358908036
2003-07-01,3.98,2.86,4.451975647866813
2003-08-01,4.45,3.14,5.660131255506351
2003-09-01,4.27,3.0299999999999994,0.33342564541014585
2003-10-01,4.29,3.04,6.334028919789669
2003-11-01,4.3,2.96,10.036761077562662
2003-12-01,4.27,2.9599999999999995,15.450904656326614
2004-01-01,4.15,2.91,-4.76161919517879
2004-02-01,4.08,2.84,-1.777850579500817
2004-03-01,3.83,2.64,2.47563416488612
2004-04-01,4.35,2.92,7.4062420067496415
2004-05-01,4.72,2.9399999999999995,6.328661095259203
2004-06-01,4.73,2.6100000000000003,9.57758315982382
2004-07-01,4.5,2.4,11.075554893871864
2004-08-01,4.28,2.2600000000000002,-0.15834264706983125
2004-09-01,4.13,2.01,8.21814112412076
2004-10-01,4.1,1.8699999999999997,2.7095406922834853
2004-11-01,4.19,1.6900000000000004,10.874990676812768
2004-12-01,4.23,1.5600000000000005,9.416625667249988
2005-01-01,4.22,1.3599999999999999,-1.687184303440692
2005-02-01,4.17,1.1400000000000001,-3.5028428405615486
2005-03-01,4.5,1.2000000000000002,0.935544190828419
2005-04-01,4.34,1.02,3.147286954724482
2005-05-01,4.14,0.8099999999999996,1.401573635783504
2005-06-01,4.0,0.6400000000000001,6.8522894139557255
2005-07-01,4.18,0.5399999999999996,3.434486895876776
2005-08-01,4.26,0.3899999999999997,-0.3061222112173856
2005-09-01,4.2,0.3500000000000001,8.270265040464642
2005-10-01,4.46,0.28000000000000025,-1.0609310185118792
2005-11-01,4.54,0.20999999999999996,10.037863117978919
2005-12-01,4.47,0.1200000000000001,15.524031900766522
2006-01-01,4.42,-0.03000000000000025,1.6560696151651344
